FOV_file,Event_time,Cell_number,slip_area
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,597,440,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,598,440,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,599,440,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,600,440,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,921,440,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,43,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,44,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,45,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,47,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,48,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,49,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,51,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,52,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,71,441,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,253,442,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,254,442,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,255,442,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,256,442,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,429,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,430,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,431,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,432,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,433,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,434,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,435,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,436,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,444,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,445,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,447,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,448,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,449,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,450,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,451,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,452,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,453,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,454,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,455,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,457,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,466,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,482,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,648,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,649,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,650,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,737,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,738,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,739,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,740,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,804,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,805,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,966,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,967,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,968,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,969,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,970,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,971,443,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,236,444,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,300,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,301,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,302,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,303,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,304,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,404,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,405,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,406,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,407,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,408,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,409,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,533,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,624,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,625,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,626,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,627,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,697,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,841,445,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,618,446,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,619,446,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,620,446,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,621,446,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,622,446,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,623,446,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,624,446,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,800,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,801,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,802,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,803,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,804,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,805,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,806,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,807,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,808,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,809,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,810,447,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,21,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,22,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,73,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,74,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,75,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,76,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,77,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,78,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,79,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,279,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,280,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,281,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,345,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,346,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,347,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,348,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,349,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,350,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,357,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,358,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,359,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,360,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,371,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,372,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,373,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,543,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,544,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,545,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,560,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,565,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,566,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,567,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,663,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,664,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,665,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,666,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,667,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,668,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,669,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,901,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,902,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,903,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,904,448,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,37,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,38,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,39,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,40,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,41,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,42,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,43,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,273,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,274,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,275,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,276,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,299,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,300,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,301,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,302,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,303,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,304,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,305,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,306,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,403,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,404,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,405,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,406,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,407,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,408,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,409,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,410,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,529,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,530,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,531,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,532,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,533,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,534,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,535,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,536,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,623,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,624,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,625,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,626,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,627,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,628,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,629,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,695,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,696,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,697,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,698,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,699,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,700,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,701,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,702,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,839,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,840,450,slip2_area1
cancer_cancer20220311_slip2_area1_long_acq_cancer20220311_slip2_area1_long_acq_blue_0.112_green_0.0673_L468_1_data,841,450,slip2_area1
